Gene stable ID,Gene name,Chromosome/scaffold name
ENSG00000213080,,1
ENSG00000232188,,1
ENSG00000198358,,1
ENSG00000233691,,1
ENSG00000158764,ITLN2,1
ENSG00000158769,F11R,1
ENSG00000270149,,1
ENSG00000232879,GLRX5P2,1
ENSG00000215845,TSTD1,1
ENSG00000158773,USF1,1
ENSG00000289121,,1
ENSG00000186517,ARHGAP30,1
ENSG00000143217,NECTIN4,1
ENSG00000228917,NECTIN4-AS1,1
ENSG00000162755,KLHDC9,1
ENSG00000143256,PFDN2,1
ENSG00000158793,NIT1,1
ENSG00000158796,DEDD,1
ENSG00000238934,,1
ENSG00000143222,UFC1,1
ENSG00000224985,,1
ENSG00000143258,USP21,1
ENSG00000290115,,1
ENSG00000143224,PPOX,1
ENSG00000158850,B4GALT3,1
ENSG00000158859,ADAMTS4,1
ENSG00000158864,NDUFS2,1
ENSG00000158869,FCER1G,1
ENSG00000158874,APOA2,1
ENSG00000158882,TOMM40L,1
ENSG00000284035,MIR5187,1
ENSG00000143257,NR1I3,1
ENSG00000248485,PCP4L1,1
ENSG00000158887,MPZ,1
ENSG00000143252,SDHC,1
ENSG00000289106,,1
ENSG00000188931,CFAP126,1
ENSG00000288670,,1
ENSG00000236484,RRM2P2,1
ENSG00000289141,,1
ENSG00000283696,,1
ENSG00000288093,,1
ENSG00000206921,RNU6-481P,1
ENSG00000283360,,1
ENSG00000215840,,1
ENSG00000277882,,1
ENSG00000283317,,1
ENSG00000143226,FCGR2A,1
ENSG00000273112,,1
ENSG00000289273,,1
ENSG00000173110,HSPA6,1
ENSG00000224203,RPS23P10,1
ENSG00000203747,FCGR3A,1
ENSG00000289768,,1
ENSG00000224515,,1
ENSG00000244682,FCGR2C,1
ENSG00000225217,HSPA7,1
ENSG00000231586,RPS23P9,1
ENSG00000162747,FCGR3B,1
ENSG00000072694,FCGR2B,1
ENSG00000234211,,1
ENSG00000293173,RPL31P11,1
ENSG00000213075,RPL31P11,1
ENSG00000199595,Y_RNA,1
ENSG00000132185,FCRLA,1
ENSG00000162746,FCRLB,1
ENSG00000241347,RN7SL466P,1
ENSG00000226889,ATF6-DT,1
ENSG00000081721,DUSP12,1
ENSG00000118217,ATF6,1
ENSG00000293219,,1
ENSG00000229808,,1
ENSG00000162745,OLFML2B,1
ENSG00000227818,,1
ENSG00000198929,NOS1AP,1
ENSG00000285636,,1
ENSG00000266144,MIR4654,1
ENSG00000227094,,1
ENSG00000252262,RNA5SP61,1
ENSG00000207729,MIR556,1
ENSG00000254706,,1
ENSG00000171722,SPATA46,1
ENSG00000239887,C1orf226,1
ENSG00000198574,SH2D1B,1
ENSG00000289713,,1
ENSG00000227243,SLAMF6P1,1
ENSG00000152332,UHMK1,1
ENSG00000227941,UQCRBP2,1
ENSG00000259788,UAP1-DT,1
ENSG00000117143,UAP1,1
ENSG00000272574,,1
ENSG00000162733,DDR2,1
ENSG00000243173,RN7SL861P,1
ENSG00000132196,HSD17B7,1
ENSG00000185860,CCDC190,1
ENSG00000230739,,1
ENSG00000227667,,1
ENSG00000117152,RGS4,1
ENSG00000143248,RGS5,1
ENSG00000232892,RGS5-AS1,1
ENSG00000225755,TRNT1P1,1
ENSG00000232995,,1
ENSG00000237756,,1
ENSG00000143228,NUF2,1
ENSG00000225122,,1
ENSG00000200327,RNA5SP62,1
ENSG00000212527,RNA5SP63,1
ENSG00000228289,,1
ENSG00000212538,U3,1
ENSG00000225719,NMNAT1P2,1
ENSG00000199849,RNU5F-6P,1
ENSG00000213070,HMGB3P6,1
ENSG00000185630,PBX1,1
ENSG00000207082,RNU6-171P,1
ENSG00000269887,,1
ENSG00000276359,Metazoa_SRP,1
ENSG00000233693,PBX1-AS1,1
ENSG00000271917,,1
ENSG00000201987,Y_RNA,1
ENSG00000289408,,1
ENSG00000225487,RPL35AP7,1
ENSG00000201270,RNU6-755P,1
ENSG00000162761,LMX1A,1
ENSG00000224702,LMX1A-AS2,1
ENSG00000238022,LMX1A-AS1,1
ENSG00000143171,RXRG,1
ENSG00000237463,LRRC52-AS1,1
ENSG00000230748,PRELID1P7,1
ENSG00000162763,LRRC52,1
ENSG00000237783,,1
ENSG00000236206,,1
ENSG00000143198,MGST3,1
ENSG00000143149,ALDH9A1,1
ENSG00000206990,Y_RNA,1
ENSG00000230175,,1
ENSG00000225272,RPL21P27,1
ENSG00000293132,,1
ENSG00000273365,,1
ENSG00000215838,,1
ENSG00000143183,TMCO1,1
ENSG00000224358,TMCO1-AS1,1
ENSG00000230659,,1
ENSG00000143179,UCK2,1
ENSG00000236364,,1
ENSG00000283936,MIR3658,1
ENSG00000271527,,1
ENSG00000226292,RPS3AP10,1
ENSG00000207341,RNA5SP64,1
ENSG00000188859,FAM78B,1
ENSG00000203307,FAM78B-AS1,1
ENSG00000230898,,1
ENSG00000215952,MIR921,1
ENSG00000229588,,1
ENSG00000215835,,1
ENSG00000225325,,1
ENSG00000230231,FMO7P,1
ENSG00000234142,LINC01675,1
ENSG00000238087,FMO8P,1
ENSG00000290604,FMO9P,1
ENSG00000215834,FMO9P,1
ENSG00000234984,FMO10P,1
ENSG00000232341,RPL4P2,1
ENSG00000232148,FMO11P,1
ENSG00000232223,CNN2P10,1
ENSG00000143157,POGK,1
ENSG00000152382,TADA1,1
ENSG00000225171,DUTP6,1
ENSG00000143195,ILDR2,1
ENSG00000143194,MAEL,1
ENSG00000200036,RNA5SP65,1
ENSG00000227907,,1
ENSG00000143167,GPA33,1
ENSG00000198842,STYXL2,1
ENSG00000213068,,1
ENSG00000231605,LINC01363,1
ENSG00000272205,POU2F1-DT,1
ENSG00000143190,POU2F1,1
ENSG00000272033,,1
ENSG00000198821,CD247,1
ENSG00000287218,,1
ENSG00000233411,,1
ENSG00000273160,,1
ENSG00000227776,AKR1D1P1,1
ENSG00000143162,CREG1,1
ENSG00000231029,,1
ENSG00000241666,,1
ENSG00000198771,RCSD1,1
ENSG00000197965,MPZL1,1
ENSG00000143199,ADCY10,1
ENSG00000250762,,1
ENSG00000232194,,1
ENSG00000143158,MPC2,1
ENSG00000143164,DCAF6,1
ENSG00000221545,MIR1255B2,1
ENSG00000224837,GCSHP5,1
ENSG00000143147,GPR161,1
ENSG00000143155,TIPRL,1
ENSG00000237049,RPL34P1,1
ENSG00000237131,,1
ENSG00000213064,SFT2D2,1
ENSG00000293109,ANKRD36BP1,1
ENSG00000214262,ANKRD36BP1,1
ENSG00000206880,RNU6-1310P,1
ENSG00000143178,TBX19,1
ENSG00000293102,,1
ENSG00000227722,,1
ENSG00000207974,MIR557,1
ENSG00000228697,,1
ENSG00000283255,,1
ENSG00000215833,QRSL1P1,1
ENSG00000143185,XCL2,1
ENSG00000227777,RPL7AP19,1
ENSG00000143184,XCL1,1
ENSG00000229757,RPL7AP21,1
ENSG00000143196,DPT,1
ENSG00000203601,LINC00970,1
ENSG00000293597,LINC00970,1
ENSG00000225826,LINC00626,1
ENSG00000229612,SUMO1P2,1
ENSG00000287831,,1
ENSG00000213063,RPL29P7,1
ENSG00000287282,,1
ENSG00000252987,RNA5SP66,1
ENSG00000237707,,1
ENSG00000143153,ATP1B1,1
ENSG00000289466,,1
ENSG00000143156,NME7,1
ENSG00000235575,,1
ENSG00000117475,BLZF1,1
ENSG00000117477,CCDC181,1
ENSG00000117479,SLC19A2,1
ENSG00000234604,,1
ENSG00000213062,,1
ENSG00000198734,F5,1
ENSG00000174175,SELP,1
ENSG00000000460,FIRRM,1
ENSG00000188404,SELL,1
ENSG00000007908,SELE,1
ENSG00000230704,,1
ENSG00000171806,METTL18,1
ENSG00000000457,SCYL3,1
ENSG00000239494,RN7SL333P,1
ENSG00000288139,,1
ENSG00000075945,KIFAP3,1
ENSG00000243051,RN7SL269P,1
ENSG00000235378,MRPS10P1,1
ENSG00000232959,KIFAP3-AS1,1
ENSG00000224896,SIGLEC30P,1
ENSG00000203740,NTMT2,1
ENSG00000283340,MIR3119-1,1
ENSG00000263390,MIR3119-2,1
ENSG00000233985,LINC01681,1
ENSG00000238051,ISCUP1,1
ENSG00000224286,LINC01142,1
ENSG00000226967,HAUS4P1,1
ENSG00000231407,GORAB-AS1,1
ENSG00000120370,GORAB,1
ENSG00000225545,,1
ENSG00000235303,,1
ENSG00000116132,PRRX1,1
ENSG00000271811,,1
ENSG00000231424,,1
ENSG00000117501,MROH9,1
ENSG00000226552,,1
ENSG00000007933,FMO3,1
ENSG00000221390,MIR1295A,1
ENSG00000283598,MIR1295B,1
ENSG00000293458,FMO6P,1
ENSG00000117507,FMO6P,1
ENSG00000094963,FMO2,1
ENSG00000225243,,1
ENSG00000010932,FMO1,1
ENSG00000206692,Y_RNA,1
ENSG00000230547,HMGB1P11,1
ENSG00000076258,FMO4,1
ENSG00000285665,TOP1P1,1
ENSG00000268062,SRP14P4,1
ENSG00000239428,GM2AP2,1
ENSG00000234333,CYCSP53,1
ENSG00000117523,PRRC2C,1
ENSG00000283683,MYOCOS,1
ENSG00000034971,MYOC,1
ENSG00000233328,PFN1P1,1
ENSG00000230364,RPL4P3,1
ENSG00000117533,VAMP4,1
ENSG00000232261,,1
ENSG00000271459,,1
ENSG00000236741,,1
ENSG00000253060,,1
ENSG00000010165,METTL13,1
ENSG00000213060,,1
ENSG00000197959,DNM3,1
ENSG00000224600,,1
ENSG00000233540,DNM3-IT1,1
ENSG00000230630,DNM3OS,1
ENSG00000283844,MIR214,1
ENSG00000283152,MIR3120,1
ENSG00000208024,MIR199A2,1
ENSG00000287336,,1
ENSG00000206684,RNU6-157P,1
ENSG00000135845,PIGC,1
ENSG00000180999,C1orf105,1
ENSG00000094975,SUCO,1
ENSG00000251943,RNU6-693P,1
ENSG00000117560,FASLG,1
ENSG00000229785,SLC25A38P1,1
ENSG00000279061,,1
ENSG00000224228,,1
ENSG00000227177,AIMP1P2,1
ENSG00000224000,,1
ENSG00000120337,TNFSF18,1
ENSG00000230849,GOT2P2,1
ENSG00000117586,TNFSF4,1
ENSG00000226375,,1
ENSG00000232751,,1
ENSG00000231615,,1
ENSG00000203739,PRDX6-AS1,1
ENSG00000117592,PRDX6,1
ENSG00000162753,SLC9C2,1
ENSG00000238272,,1
ENSG00000285777,,1
ENSG00000183831,ANKRD45,1
ENSG00000232113,TEX50,1
ENSG00000289426,,1
ENSG00000076321,KLHL20,1
ENSG00000225591,RPS27P7,1
ENSG00000200674,RN7SKP160,1
ENSG00000120334,CENPL,1
ENSG00000252357,Y_RNA,1
ENSG00000117593,DARS2,1
ENSG00000234741,GAS5,1
ENSG00000270084,GAS5-AS1,1
ENSG00000185278,ZBTB37,1
ENSG00000117601,SERPINC1,1
ENSG00000252231,RNA5SP67,1
ENSG00000135870,RC3H1,1
ENSG00000200755,RNA5SP68,1
ENSG00000236535,RC3H1-IT1,1
ENSG00000293562,,1
ENSG00000224977,RC3H1-DT,1
ENSG00000225713,RPL30P1,1
ENSG00000227373,RABGAP1L-DT,1
ENSG00000152061,RABGAP1L,1
ENSG00000237317,,1
ENSG00000203737,GPR52,1
ENSG00000223828,BANF1P4,1
ENSG00000231378,NDUFAF4P4,1
ENSG00000237249,,1
ENSG00000223525,RABGAP1L-IT1,1
ENSG00000235869,,1
ENSG00000229531,RABGAP1L-AS1,1
ENSG00000289425,,1
ENSG00000252552,RNU6-307P,1
ENSG00000287697,,1
ENSG00000116161,CACYBP,1
ENSG00000120333,MRPS14,1
ENSG00000206659,Y_RNA,1
ENSG00000181101,ENTR1P2,1
ENSG00000120332,TNN,1
ENSG00000235750,KIAA0040,1
ENSG00000230687,,1
ENSG00000233946,RPS29P4,1
ENSG00000260990,,1
ENSG00000116147,TNR,1
ENSG00000235628,TNR-IT1,1
ENSG00000224718,LINC01657,1
ENSG00000227740,LINC02803,1
ENSG00000230777,RPS29P5,1
ENSG00000143207,COP1,1
ENSG00000252906,SCARNA3,1
ENSG00000228686,,1
ENSG00000236021,COP1-DT,1
ENSG00000273629,U7,1
ENSG00000232463,,1
ENSG00000253025,RNU2-12P,1
ENSG00000227815,,1
ENSG00000231020,,1
ENSG00000225904,MORF4L1P7,1
ENSG00000116183,PAPPA2,1
ENSG00000237514,PTP4A1P7,1
ENSG00000286754,,1
ENSG00000152092,ASTN1,1
ENSG00000202609,MIR488,1
ENSG00000198797,BRINP2,1
ENSG00000224968,LINC01645,1
ENSG00000227579,,1
ENSG00000236720,LINC01741,1
ENSG00000120341,SEC16B,1
ENSG00000254154,CRYZL2P-SEC16B,1
ENSG00000293477,CRYZL2P,1
ENSG00000242193,CRYZL2P,1
ENSG00000276563,,1
ENSG00000224687,RASAL2-AS1,1
ENSG00000075391,RASAL2,1
ENSG00000270575,,1
ENSG00000213058,,1
ENSG00000188585,CLEC20A,1
ENSG00000264809,Metazoa_SRP,1
ENSG00000285910,,1
ENSG00000240021,TEX35,1
ENSG00000213057,C1orf220,1
ENSG00000201347,RNA5SP69,1
ENSG00000273384,,1
ENSG00000266417,MIR4424,1
ENSG00000273062,RALGPS2-AS1,1
ENSG00000116191,RALGPS2,1
ENSG00000228196,PTPN2P1,1
ENSG00000201791,SNORA63,1
ENSG00000116194,ANGPTL1,1
ENSG00000289432,,1
ENSG00000116199,FAM20B,1
ENSG00000232750,,1
ENSG00000186283,TOR3A,1
ENSG00000143322,ABL2,1
ENSG00000234041,,1
ENSG00000231905,SETP10,1
ENSG00000212338,,1
ENSG00000201619,,1
ENSG00000231564,EIF4A1P11,1
ENSG00000225711,,1
ENSG00000223794,COX5BP8,1
ENSG00000228191,,1
ENSG00000057252,SOAT1,1
ENSG00000162779,AXDND1,1
ENSG00000224620,MEF2AP1,1
ENSG00000236539,HNRNPA1P54,1
ENSG00000261250,,1
ENSG00000116218,NPHS2,1
ENSG00000251875,RNU5F-2P,1
ENSG00000227141,,1
ENSG00000261060,,1
ENSG00000162782,TDRD5,1
ENSG00000243062,,1
ENSG00000143340,FAM163A,1
ENSG00000229407,,1
ENSG00000231966,LINC02818,1
ENSG00000169905,TOR1AIP2,1
ENSG00000272906,,1
ENSG00000143337,TOR1AIP1,1
ENSG00000293564,,1
ENSG00000264916,RN7SL230P,1
ENSG00000261831,,1
ENSG00000260360,,1
ENSG00000135837,CEP350,1
ENSG00000235145,RPSAP16,1
ENSG00000223450,,1
ENSG00000261817,,1
ENSG00000116260,QSOX1,1
ENSG00000121454,LHX4,1
ENSG00000230124,ACBD6,1
ENSG00000235060,VDAC1P4,1
ENSG00000265435,MIR3121,1
ENSG00000236719,OVAAL,1
ENSG00000206905,Y_RNA,1
ENSG00000143324,XPR1,1
ENSG00000283575,U6,1
ENSG00000225857,LINC02816,1
ENSG00000135835,KIAA1614,1
ENSG00000243155,,1
ENSG00000232586,KIAA1614-AS1,1
ENSG00000251520,,1
ENSG00000270711,,1
ENSG00000135823,STX6,1
ENSG00000153029,MR1,1
ENSG00000289589,,1
ENSG00000162783,IER5,1
ENSG00000237292,LINC01732,1
ENSG00000225359,,1
ENSG00000179452,LINC01699,1
ENSG00000198216,CACNA1E,1
ENSG00000273573,Metazoa_SRP,1
ENSG00000252977,RNA5SP70,1
ENSG00000288574,,1
ENSG00000222397,RN7SKP229,1
ENSG00000287452,,1
ENSG00000179930,ZNF648,1
ENSG00000224810,,1
ENSG00000225982,,1
ENSG00000228918,LINC01344,1
ENSG00000232309,,1
ENSG00000289573,,1
ENSG00000232096,YPEL5P1,1
ENSG00000206764,RNU6-152P,1
ENSG00000228664,,1
ENSG00000231684,EIF1P3,1
ENSG00000135821,GLUL,1
ENSG00000203730,TEDDM1,1
ENSG00000203729,LINC00272,1
ENSG00000121446,RGSL1,1
ENSG00000270443,,1
ENSG00000233537,TEDDM2P,1
ENSG00000135828,RNASEL,1
ENSG00000276839,Metazoa_SRP,1
ENSG00000143333,RGS16,1
ENSG00000261504,LINC01686,1
ENSG00000135824,RGS8,1
ENSG00000227181,LINC01688,1
ENSG00000271269,,1
ENSG00000135838,NPL,1
ENSG00000287808,DHX9-AS1,1
ENSG00000135829,DHX9,1
ENSG00000157060,SHCBP1L,1
ENSG00000224040,HMGN1P4,1
ENSG00000285609,5S_rRNA,1
ENSG00000226570,,1
ENSG00000176855,KRT18P28,1
ENSG00000207472,RNU6-41P,1
ENSG00000135862,LAMC1,1
ENSG00000224468,LAMC1-AS1,1
ENSG00000058085,LAMC2,1
ENSG00000157064,NMNAT2,1
ENSG00000287929,,1
ENSG00000233562,RPS3AP8,1
ENSG00000286372,,1
ENSG00000232860,SMG7-AS1,1
ENSG00000116698,SMG7,1
ENSG00000116701,NCF2,1
ENSG00000289732,,1
ENSG00000289099,,1
ENSG00000286966,,1
ENSG00000162704,ARPC5,1
ENSG00000143344,RGL1,1
ENSG00000173627,APOBEC4,1
ENSG00000270994,,1
ENSG00000227554,,1
ENSG00000289581,,1
ENSG00000198756,COLGALT2,1
ENSG00000198860,TSEN15,1
ENSG00000286655,,1
ENSG00000199840,Y_RNA,1
ENSG00000207080,Y_RNA,1
ENSG00000231791,,1
ENSG00000244568,RN7SL654P,1
ENSG00000271387,C1orf21-DT,1
ENSG00000116667,C1orf21,1
ENSG00000230470,,1
ENSG00000232036,,1
ENSG00000285847,,1
ENSG00000290066,,1
ENSG00000286378,,1
ENSG00000116406,EDEM3,1
ENSG00000135842,NIBAN1,1
ENSG00000252222,RNU7-13P,1
ENSG00000260976,LINC01633,1
ENSG00000201312,RNA5SP72,1
ENSG00000121481,RNF2,1
ENSG00000232792,FTH1P25,1
ENSG00000121486,TRMT1L,1
ENSG00000116668,SWT1,1
ENSG00000231084,RPL22P24,1
ENSG00000213051,RPL5P5,1
ENSG00000201421,Y_RNA,1
ENSG00000206640,Y_RNA,1
ENSG00000233583,,1
ENSG00000252612,Y_RNA,1
ENSG00000238061,,1
ENSG00000279838,,1
ENSG00000116679,IVNS1ABP,1
ENSG00000273004,,1
ENSG00000293113,GS1-279B7.1,1
ENSG00000261024,,1
ENSG00000252407,RNU7-183P,1
ENSG00000270920,MCRIP2P2,1
ENSG00000279401,,1
ENSG00000228309,LINC01350,1
ENSG00000207108,Y_RNA,1
ENSG00000201596,Y_RNA,1
ENSG00000261729,GS1-204I12.4,1
ENSG00000143341,HMCN1,1
ENSG00000224691,,1
ENSG00000288078,,1
ENSG00000116690,PRG4,1
ENSG00000047410,TPR,1
ENSG00000202025,RNU6-1240P,1
ENSG00000157181,ODR4,1
ENSG00000229739,PDC-AS1,1
ENSG00000116703,PDC,1
ENSG00000273198,,1
ENSG00000228238,,1
ENSG00000233196,,1
ENSG00000288562,,1
ENSG00000073756,PTGS2,1
ENSG00000273129,PACERR,1
ENSG00000116711,PLA2G4A,1
ENSG00000230426,LINC01036,1
ENSG00000271558,,1
ENSG00000225462,FDPSP1,1
ENSG00000274702,,1
ENSG00000236401,SLC4A1APP2,1
ENSG00000223847,,1
ENSG00000285894,,1
ENSG00000150732,,1
ENSG00000222240,RN7SKP156,1
ENSG00000261182,,1
ENSG00000224278,,1
ENSG00000225006,,1
ENSG00000235083,,1
ENSG00000231022,RPS3AP9,1
ENSG00000237283,,1
ENSG00000238054,,1
ENSG00000226486,LINC01035,1
ENSG00000271036,CLPTM1LP1,1
ENSG00000226196,GAPDHP75,1
ENSG00000252553,RNA5SP73,1
ENSG00000232212,LINC01701,1
ENSG00000238270,,1
ENSG00000287472,,1
ENSG00000230987,,1
ENSG00000162670,BRINP3,1
ENSG00000225811,,1
ENSG00000237457,BRINP3-DT,1
ENSG00000241505,,1
ENSG00000231175,LINC01720,1
ENSG00000236025,,1
ENSG00000238108,,1
ENSG00000285638,,1
ENSG00000228020,HNRNPA1P46,1
ENSG00000261642,,1
ENSG00000271187,,1
ENSG00000233882,LINC01680,1
ENSG00000228215,LINC02770,1
ENSG00000223344,,1
ENSG00000150681,RGS18,1
ENSG00000285280,,1
ENSG00000226723,,1
ENSG00000236792,,1
ENSG00000253148,RGS21,1
ENSG00000236069,,1
ENSG00000090104,RGS1,1
ENSG00000289995,,1
ENSG00000127074,RGS13,1
ENSG00000231767,RPS27AP5,1
ENSG00000283795,MIR4426,1
ENSG00000228687,,1
ENSG00000226814,,1
ENSG00000116741,RGS2,1
ENSG00000223075,RN7SKP126,1
ENSG00000234473,ZNF101P2,1
ENSG00000116750,UCHL5,1
ENSG00000238754,SCARNA18B,1
ENSG00000116747,RO60,1
ENSG00000023572,GLRX2,1
ENSG00000134371,CDC73,1
ENSG00000221680,MIR1278,1
ENSG00000162630,B3GALT2,1
ENSG00000276735,Metazoa_SRP,1
ENSG00000232077,LINC01031,1
ENSG00000286285,,1
ENSG00000227240,,1
ENSG00000288950,,1
ENSG00000226640,,1
ENSG00000237011,,1
ENSG00000237213,RPL23AP22,1
ENSG00000233057,EEF1A1P14,1
ENSG00000231714,,1
ENSG00000251813,RNU6-983P,1
ENSG00000228167,,1
ENSG00000285718,,1
ENSG00000287364,,1
ENSG00000227421,LINC01724,1
ENSG00000162687,KCNT2,1
ENSG00000265986,MIR4735,1
ENSG00000000971,CFH,1
ENSG00000289697,,1
ENSG00000116785,CFHR3,1
ENSG00000244414,CFHR1,1
ENSG00000285986,,1
ENSG00000134365,CFHR4,1
ENSG00000080910,CFHR2,1
ENSG00000273844,,1
ENSG00000134389,CFHR5,1
ENSG00000143278,F13B,1
ENSG00000066279,ASPM,1
ENSG00000235748,SEPTIN14P12,1
ENSG00000177888,ZBTB41,1
ENSG00000290127,,1
ENSG00000237861,,1
ENSG00000134376,CRB1,1
ENSG00000221879,MRPS21P3,1
ENSG00000230260,,1
ENSG00000213047,DENND1B,1
ENSG00000207139,Y_RNA,1
ENSG00000213046,EEF1A1P32,1
ENSG00000235582,,1
ENSG00000233040,FAM204BP,1
ENSG00000224901,,1
ENSG00000203724,C1orf53,1
ENSG00000143355,LHX9,1
ENSG00000151414,NEK7,1
ENSG00000232824,PRR13P1,1
ENSG00000287989,,1
ENSG00000151418,ATP6V1G3,1
ENSG00000223881,,1
ENSG00000081237,PTPRC,1
ENSG00000261573,,1
ENSG00000236278,PEBP1P3,1
ENSG00000229989,MIR181A1HG,1
ENSG00000207975,MIR181B1,1
ENSG00000207759,MIR181A1,1
ENSG00000227747,,1
ENSG00000225172,,1
ENSG00000233410,LINC01222,1
ENSG00000235492,LINC01221,1
ENSG00000286541,,1
ENSG00000231718,LINC02789,1
ENSG00000228190,RPL23AP16,1
ENSG00000236468,EEF1A1P44,1
ENSG00000231984,,1
ENSG00000228530,,1
ENSG00000200139,RNU6-778P,1
ENSG00000229747,,1
ENSG00000290125,,1
ENSG00000202491,RNU6-716P,1
ENSG00000202329,RNU6-609P,1
ENSG00000116833,NR5A2,1
ENSG00000252860,RNU6-570P,1
ENSG00000229220,,1
ENSG00000233827,CCNQP1,1
ENSG00000203721,LINC00862,1
ENSG00000273093,,1
ENSG00000213045,,1
ENSG00000230623,,1
ENSG00000162702,ZNF281,1
ENSG00000282849,,1
ENSG00000118193,KIF14,1
ENSG00000118197,DDX59,1
ENSG00000260088,DDX59-AS1,1
ENSG00000118200,CAMSAP2,1
ENSG00000231333,RPL34P6,1
ENSG00000170128,GPR25,1
ENSG00000163362,INAVA,1
ENSG00000233217,MROH3P,1
ENSG00000293444,,1
ENSG00000201032,RNU6-704P,1
ENSG00000116852,KIF21B,1
ENSG00000229191,,1
ENSG00000234132,,1
ENSG00000081248,CACNA1S,1
ENSG00000232237,ASCL5,1
ENSG00000116857,TMEM9,1
ENSG00000163395,IGFN1,1
ENSG00000229821,,1
ENSG00000081277,PKP1,1
ENSG00000118194,TNNT2,1
ENSG00000286600,,1
ENSG00000159166,LAD1,1
ENSG00000282221,,1
ENSG00000159173,TNNI1,1
ENSG00000227048,,1
ENSG00000174307,PHLDA3,1
ENSG00000224818,,1
ENSG00000159176,CSRP1,1
ENSG00000224536,CSRP1-AS1,1
ENSG00000293257,,1
ENSG00000223396,RPS10P7,1
ENSG00000134369,NAV1,1
ENSG00000236390,,1
ENSG00000231871,IPO9-AS1,1
ENSG00000264802,MIR5191,1
ENSG00000235121,,1
ENSG00000200942,RNU6-501P,1
ENSG00000221028,MIR1231,1
ENSG00000198700,IPO9,1
ENSG00000277681,MIR6739,1
ENSG00000198892,SHISA4,1
ENSG00000223774,,1
ENSG00000163431,LMOD1,1
ENSG00000134375,TIMM17A,1
ENSG00000206637,SNORA70H,1
ENSG00000238003,RPL10P4,1
ENSG00000176393,RNPEP,1
ENSG00000234678,ELF3-AS1,1
ENSG00000275207,MIR6740,1
ENSG00000163435,ELF3,1
ENSG00000249007,,1
ENSG00000232296,,1
ENSG00000235811,,1
ENSG00000212512,Y_RNA,1
ENSG00000227109,CRIP1P3,1
ENSG00000170075,GPR37L1,1
ENSG00000143862,ARL8A,1
ENSG00000143851,PTPN7,1
ENSG00000243323,PTPRVP,1
ENSG00000293457,PTPRVP,1
ENSG00000133067,LGR6,1
ENSG00000077152,UBE2T,1
ENSG00000077157,PPP1R12B,1
ENSG00000229120,CYCSP4,1
ENSG00000272262,RNU6-89P,1
ENSG00000232626,,1
ENSG00000293334,,1
ENSG00000236439,RPS27P8,1
ENSG00000253042,SNORA70,1
ENSG00000143858,SYT2,1
ENSG00000226862,SYT2-AS1,1
ENSG00000225620,,1
ENSG00000117139,KDM5B,1
ENSG00000235449,COX7CP2,1
ENSG00000226148,SLC25A39P1,1
ENSG00000260021,,1
ENSG00000228288,PCAT6,1
ENSG00000293466,MGAT4EP,1
ENSG00000184774,MGAT4EP,1
ENSG00000291234,,1
ENSG00000214796,TUBA5P,1
ENSG00000293264,ACTG1P25,1
ENSG00000234996,ACTG1P25,1
ENSG00000183155,RABIF,1
ENSG00000117153,KLHL12,1
ENSG00000230280,HNRNPA1P59,1
ENSG00000199471,Y_RNA,1
ENSG00000159346,ADIPOR1,1
ENSG00000159348,CYB5R1,1
ENSG00000234761,MGAT4FP,1
ENSG00000290909,,1
ENSG00000231547,,1
ENSG00000163444,TMEM183A,1
ENSG00000143847,PPFIA4,1
ENSG00000122180,MYOG,1
ENSG00000163485,ADORA1,1
ENSG00000234775,,1
ENSG00000224671,,1
ENSG00000133055,MYBPH,1
ENSG00000133048,CHI3L1,1
ENSG00000133063,CHIT1,1
ENSG00000236523,NPM1P40,1
ENSG00000231507,LINC01353,1
ENSG00000288925,,1
ENSG00000233791,BTG2-DT,1
ENSG00000159388,BTG2,1
ENSG00000202300,RNU6-487P,1
ENSG00000122176,FMOD,1
ENSG00000229652,,1
ENSG00000271588,LARP7P1,1
ENSG00000188783,PRELP,1
ENSG00000188770,OPTC,1
ENSG00000058668,ATP2B4,1
ENSG00000236035,NSA2P1,1
ENSG00000221643,SNORA77,1
ENSG00000122188,LAX1,1
ENSG00000257315,ZBED6,1
ENSG00000058673,ZC3H11A,1
ENSG00000288644,,1
ENSG00000227417,,1
ENSG00000223505,RPL35AP5,1
ENSG00000182004,SNRPE,1
ENSG00000236430,KRT8P29,1
ENSG00000232917,HSPE1P6,1
ENSG00000237379,CBX1P3,1
ENSG00000286383,,1
ENSG00000176754,LINC00303,1
ENSG00000286572,,1
ENSG00000143842,SOX13,1
ENSG00000261065,,1
ENSG00000143845,ETNK2,1
ENSG00000230550,ERLNC1,1
ENSG00000143839,REN,1
ENSG00000225522,,1
ENSG00000170498,KISS1,1
ENSG00000174567,GOLT1A,1
ENSG00000143850,PLEKHA6,1
ENSG00000231691,,1
ENSG00000219133,RPL21P19,1
ENSG00000280924,LINC00628,1
ENSG00000226330,PPP1R15B-AS1,1
ENSG00000237848,,1
ENSG00000158615,PPP1R15B,1
ENSG00000288934,,1
ENSG00000133056,PIK3C2B,1
ENSG00000198625,MDM4,1
ENSG00000236779,,1
ENSG00000200408,RNA5SP74,1
ENSG00000240710,,1
ENSG00000170382,LRRN2,1
ENSG00000240219,,1
ENSG00000228153,,1
ENSG00000252650,RNA5SP75,1
